names,direction,money,experience,condition,company,welfare
硬件测试工程师,深圳·大冲,15k-25k,经验不限 / 本科,移动互联网 / 上市公司 / 500-2000人,华米科技,公司前景好，管理扁平化
嵌入式软硬件,北京·五道口,10k-20k,经验5-10年 / 大专,通讯电子 / 未融资 / 15-50人,聚英翱翔,待遇好，发展空间大，扁平管理
PLC编程,青岛·城阳区,4k-8k,经验不限 / 不限,其他 / 未融资 / 2000人以上,三利集团,公司免费医疗、住宿和就餐，办公环境好。
嵌入式软件工程师,南京·秦淮区,8k-16k,经验1-3年 / 本科,"软件开发,物联网 / 不需要融资 / 15-50人",陆加壹智能,五险一金带薪年假生日福利节日福利餐补
电子工程师,深圳·光明新区,10k-15k,经验1-3年 / 本科,人工智能 / 未融资 / 50-150人,深圳智为机器人有限公司,月薪+业绩奖金/提成
硬件开发工程师,北京·科技园区,13k-25k,经验1-3年 / 本科,"数据服务,移动互联网 / 不需要融资 / 15-50人",小牛奔奔,高新技术企业 五险一金 国家法定假期
嵌入式软件开发工程师,福州·建新,8k-16k,经验1-3年 / 本科,电商 / 未融资 / 500-2000人,福建荣耀健身器材有限公司福州分公司,五险一金、员工福利、定期团建、年底双薪
智能硬件销售员,合肥·望江路,6k-12k,经验1-3年 / 大专,"移动互联网,消费生活 / D轮及以上 / 15-50人",合肥海拔网络科技有限公司,上五休二享受周末双休国家法定节假日
嵌入式软件工程师,深圳·龙华新区,10k-15k,经验1年以下 / 本科,"移动互联网,教育 / A轮 / 50-150人",乐智机器人,"五险一金,双休,领导好,晋升空间大"
软件开发工程师（嵌入式方向）,成都·高新区,2k-4k,经验应届毕业生 / 本科,"移动互联网,硬件 / 不需要融资 / 150-500人",华信傲天,六险一金、带薪年假、节日福利、试用期全额
助理硬件工程师,合肥·高新区,5k-10k,经验1-3年 / 本科,移动互联网 / 上市公司 / 500-2000人,华米科技,福利待遇佳 六险一金
电子软件工程师,上海·青浦区,12k-16k,经验1-3年 / 大专,其他 / 上市公司 / 500-2000人,荣泰健康,上市公司 品类销冠
课程设计,北京·亚运村,6k-10k,经验不限 / 大专,教育 / 不需要融资 / 50-150人,科技学堂,晋升空间大，团队跨领域，六日休，五险一金
教师,北京·亚运村,6k-10k,经验不限 / 大专,教育 / 不需要融资 / 50-150人,科技学堂,晋升空间大，团队跨领域，六日休，五险一金
销售工程师,深圳·福永,4k-8k,经验1-3年 / 大专,软件开发、其他 / 未融资 / 15-50人,庚诚达,底薪+提成
自动化测试工程师,北京·和平里,15k-25k,经验5-10年 / 本科,"企业服务,数据服务 / 上市公司 / 500-2000人",众荟网,弹性工作 年终奖
自动化测试工程师,深圳·南山区,10k-18k,经验3-5年 / 不限,"移动互联网,电商 / 未融资 / 2000人以上",TCL-O2O,福利好，大平台
自动化测试工程师,北京·海淀区,25k-50k,经验不限 / 本科,"金融,软件开发 / 不需要融资 / 2000人以上",建信金科,初创团队，福利高，发展广
自动化测试工程师,杭州·滨江区,8k-13k,经验应届毕业生 / 本科,"硬件,信息安全 / 上市公司 / 2000人以上",宇视科技,福利待遇好
自动化测试工程师,西安·韦曲,8k-13k,经验应届毕业生 / 本科,"硬件,信息安全 / 上市公司 / 2000人以上",宇视科技,福利待遇好
自动化测试（智能网联）,杭州·西兴,18k-35k,经验3-5年 / 本科,"电商,消费生活 / 上市公司 / 2000人以上",吉利招聘,不打卡
自动化/机械/电气/电子工程师,西安·长安路,4k-8k,经验不限 / 大专,"移动互联网,硬件 / 不需要融资 / 150-500人",陕西泛网信息技术有限公司,八小时+双休+五险一金+津贴补助
非标自动化高级设计工程师,深圳·龙华新区,12k-24k,经验10年以上 / 本科,移动互联网 / 不需要融资 / 2000人以上,富士康科技集团,培训体系 带薪年假
自动化测试工程师,北京·上地,8k-15k,经验1-3年 / 本科,"移动互联网,数据服务 / 未融资 / 50-150人",睿剑科技,周末双休，五险一金，带薪年假，弹性工作
高级自动化性能测试工程师,广州·黄埔区,25k-50k,经验5-10年 / 本科,"数据服务,硬件 / 上市公司 / 2000人以上",CVTE,晋升快，福利完善
自动化投放研发工程师-广告系统,上海·闵行区,20k-40k,经验3-5年 / 本科,文娱丨内容 / C轮 / 2000人以上,字节跳动,六险一金
自动化测试工程师,武汉·洪山区,15k-25k,经验3-5年 / 本科,通讯电子 / 不需要融资 / 2000人以上,华为技术有限公司,武汉华为C位部门，平台好，发展空间大
自动化测试工程师,杭州·滨江区,13k-25k,经验3-5年 / 本科,企业服务 / 不需要融资 / 2000人以上,税友软件,体量大、工程师文化、氛围轻松
高级自动化测试工程师,成都·高新区,12k-20k,经验5-10年 / 不限,金融 / 上市公司 / 150-500人,宏利金融全球服务中心,年底双薪，绩效奖金，带薪年假，五险一金
高级自动化测试,北京·朝阳区,18k-30k,经验3-5年 / 本科,"移动互联网,数据服务 / A轮 / 50-150人",CloudIn,五险一金，工作氛围好，定期下午水果，餐补
C/C++嵌入式,西安·高新技术产业开发区,11k-20k,经验3-5年 / 不限,"软件开发,物联网 / 未融资 / 50-150人",文睿信息,STM32、单片机、驱动开发
硬件研发工程师,成都·郫县,11k-14k,经验1-3年 / 本科,"移动互联网,硬件 / 天使轮 / 15-50人",晨电智能,创业公司，年轻有活力，发展潜力大
嵌入式开发软件工程师,杭州·高教园,5k-8k,经验不限 / 不限,"硬件,其他 / 未融资 / 50-150人",中自机电,团队内训 外部培训 五险一金
硬件维修工程师,北京·牡丹园,7k-10k,经验1-3年 / 不限,"硬件,其他 / 不需要融资 / 15-50人",丁典电子,五险一金、双休、绩效奖金、免费工作餐
硬件开发工程师,北京·海淀区,10k-20k,经验1-3年 / 不限,"移动互联网,硬件 / 未融资 / 150-500人",北京万维盈创科技发展有限公司,十三薪；员工体检；员工旅游；晋升通道
硬件工程师,成都·郫县,8k-10k,经验1-3年 / 不限,"文娱丨内容,其他 / 未融资 / 少于15人",莱特互动,发展前景好，工作时间自由
高级硬件工程师,成都·郫县,9k-13k,经验3-5年 / 不限,"文娱丨内容,其他 / 未融资 / 少于15人",莱特互动,发展前景好，工作时间自由
嵌入式开发工程师,沈阳·大北,4k-8k,经验不限 / 本科,"硬件,移动互联网 / 未融资 / 少于15人",希赫科技,和我们一起创建物联网的智慧城市！
嵌入式LINUX C程序员,合肥·海关路,6k-11k,经验应届毕业生 / 不限,"硬件,信息安全 / 不需要融资 / 50-150人",合肥优视科技,双休 年终奖 提供晚餐
高级软件工程师(系统验证方向)(J10578),深圳·益田村,18k-25k,经验3-5年 / 本科,其他 / 不需要融资 / 500-2000人,汇顶科技,职位发展 薪酬福利
嵌入式工程师,广州·萝岗区,6k-8k,经验不限 / 本科,"硬件,移动互联网 / 未融资 / 15-50人",广州天舟,"嵌入式,单片机,linux,stm32"
系统认定工程师,杭州·浦沿,4k-8k,经验应届毕业生 / 本科,"硬件,其他 / 不需要融资 / 50-150人",瑞盟科技,"工作环境佳,福利待遇佳,成长空间,培训机会"
（机器视觉）嵌入式开发工程师,重庆·汽博中心,1k-2k,经验应届毕业生 / 本科,移动互联网 / 不需要融资 / 500-2000人,赛迪信息,星级餐厅 导师带徒计划
嵌入式linux,杭州·西兴,15k-25k,经验3-5年 / 本科,"移动互联网,社交 / A轮 / 50-150人",九维网络科技,晋升空间大
软件工程师,深圳·龙华新区,8k-15k,经验3-5年 / 大专,其他 / 不需要融资 / 50-150人,LUVIEW,"办公环境好,晋升空间大,绩效奖金,年终奖"
自动化工具研发岗,北京·海淀区,25k-50k,经验不限 / 本科,"金融,软件开发 / 不需要融资 / 2000人以上",建信金科,初创团队，福利高，发展广
自动化运维工程师,苏州·工业园区,14k-25k,经验3-5年 / 本科,"移动互联网,企业服务 / D轮及以上 / 500-2000人",全时,年终奖金 六险一金 年度体检 弹性工作
自动化工程师,深圳·南山区,15k-25k,经验5-10年 / 不限,"移动互联网,数据服务 / 上市公司 / 2000人以上",联想集团,"硬件优势,福利好,没有996!"
自动化测试工程师,深圳·大冲,10k-16k,经验1-3年 / 大专,"金融,其他 / 不需要融资 / 50-150人",福州捷科,五险一金，带薪年假，加班补贴
自动化设备操作工,芜湖·鸠江区,4k-6k,经验3-5年 / 不限,其他 / 上市公司 / 2000人以上,美的,试用期一个月第二个月买五险一金 月休四天
自动化测试,北京·西二旗,12k-18k,经验5-10年 / 大专,"企业服务,数据服务 / 不需要融资 / 150-500人",智蓝信息,五险一金，正岗福利
自动化测试数据专家,北京·海淀区,30k-60k,经验5-10年 / 本科,"金融,软件开发 / 不需要融资 / 2000人以上",建信金科,初创团队，福利高，发展广
自动化测试工程师,北京·望京,10k-20k,经验3-5年 / 本科,金融 / C轮 / 500-2000人,百融云创,"五险一金,弹性工作,福利多多"
自动化测试工程师,深圳·前海,15k-25k,经验5-10年 / 本科,"移动互联网,金融 / 上市公司 / 150-500人",PINTEC,上市公司，核心项目，福利多多，不做加班狗
自动化测试工程师,深圳·科技园,12k-16k,经验3-5年 / 本科,企业服务 / 未融资 / 50-150人,金蝶账无忧,提升软件测试的思维、视野及全局把控能力
电气自动化工程师,重庆·凤城,4k-8k,经验1-3年 / 不限,移动互联网 / 上市公司 / 50-150人,宝信软件重庆分公司,"五险一金,带薪年假,体检,通讯补贴"
自动化测试-高级工程师,北京·东城区,18k-30k,经验3-5年 / 本科,"医疗丨健康,数据服务 / 不需要融资 / 150-500人",高济医疗,高瓴 新零售 六险一金
自动化测试,成都·高新区,6k-10k,经验3-5年 / 本科,"移动互联网,企业服务 / 不需要融资 / 15-50人",智云,五险一金
自动化测试工程师,深圳·南油,9k-17k,经验3-5年 / 大专,移动互联网 / 不需要融资 / 2000人以上,武汉佰钧成技术有限责任公司,发展前景好 长期稳定
自动化测试工程师,武汉·东湖新技术开发区,8k-12k,经验3-5年 / 不限,"移动互联网,企业服务 / 不需要融资 / 15-50人",彦旭科技,五险一金 周末双休 年底双薪
硬件工程师,河源·源城区,7k-9k,经验3-5年 / 大专,"移动互联网,物联网 / 未融资 / 150-500人",高谱技术,PCB设计
嵌入式软件工程师,东莞·东莞市市辖区,15k-30k,经验3-5年 / 本科,"人工智能,汽车丨出行 / 未融资 / 2000人以上",东莞正扬电子机械有限公司,免费提供食宿，五天八小时，
嵌入式硬件开发,西安·雁塔区,7k-13k,经验1-3年 / 本科,"企业服务,其他 / 未融资 / 少于15人",西安工大天成科技有限公司,年薪制+年终奖+额外股权激励
嵌入式软件开发工程师,长沙·岳麓区,8k-12k,经验3-5年 / 本科,"移动互联网,数据服务 / 不需要融资 / 500-2000人",诺基亚华诺科技,"高薪酬,高福利,世界五百强"
软件销售,合肥·望江路,7k-14k,经验1-3年 / 大专,"移动互联网,消费生活 / D轮及以上 / 15-50人",合肥海拔网络科技有限公司,周末双休、五险一金、话费全包、气氛活跃
固件开发工程师,深圳·大冲,15k-30k,经验3-5年 / 本科,移动互联网 / 上市公司 / 500-2000人,华米科技,弹性工作薪资open大牛云集班车接送
固件开发工程师,合肥·高新区,10k-20k,经验3-5年 / 本科,移动互联网 / 上市公司 / 500-2000人,华米科技,弹性工作薪资open大牛云集班车接送
物联网嵌入式开发工程师,深圳·科技园,12k-24k,经验3-5年 / 本科,"信息安全,物联网 / 不需要融资 / 15-50人",汉熵通信有限公司,物联网智能互联
嵌入式软件工程师,北京·学院路,20k-35k,经验不限 / 本科,"移动互联网,企业服务 / 未融资 / 500-2000人",恒润科技,专业大佬，年轻有活力
嵌入式硬件开发工程师,济南·高新区,7k-9k,经验1-3年 / 本科,人工智能 / 上市公司 / 150-500人,神思电子,五险一金 餐补 带薪年假 节日福利
嵌入式软件开发工程师,深圳·西丽,11k-16k,经验1-3年 / 本科,硬件 / B轮 / 50-150人,乐聚机器人,"前景好,发展空间大,大牛多"
嵌入式软件工程师,重庆·渝北区,10k-15k,经验不限 / 本科,硬件 / 未融资 / 500-2000人,奥普泰,五险一金、年终奖4个月、带薪年假
嵌入式软件工程师,上海·江宁路,10k-20k,经验5-10年 / 本科,"电商,硬件 / 上市公司 / 500-2000人",小牛电动车,让城市出行更美好
资深嵌入式软件工程师,杭州·西溪,10k-15k,经验3-5年 / 不限,"硬件,软件开发 / 不需要融资 / 150-500人",恒业电子,福利待遇
高级硬件工程师,广州·珠江新城,10k-18k,经验3-5年 / 大专,其他 / 不需要融资 / 15-50人,氕氘氚,五险一金、9:30上班、双休、年终奖
自动化测试,成都·高新区,6k-10k,经验3-5年 / 本科,"移动互联网,企业服务 / 不需要融资 / 15-50人",智云,五险一金
自动化测试工程师,深圳·南油,9k-17k,经验3-5年 / 大专,移动互联网 / 不需要融资 / 2000人以上,武汉佰钧成技术有限责任公司,发展前景好 长期稳定
自动化测试工程师,武汉·东湖新技术开发区,8k-12k,经验3-5年 / 不限,"移动互联网,企业服务 / 不需要融资 / 15-50人",彦旭科技,五险一金 周末双休 年底双薪
自动化测试工程师,广州·东圃,8k-15k,经验1-3年 / 本科,"文娱丨内容,游戏 / A轮 / 150-500人",猎游信息,200亿市场，3.5亿用户，准上市公司
自动化测试工程师,北京·建国门,15k-22k,经验3-5年 / 本科,金融 / 不需要融资 / 2000人以上,北京捷越联合,六险一金 弹性打卡 零食水果
电气自动化,济南·高新区,4k-8k,经验不限 / 不限,"电商,软件开发 / 未融资 / 15-50人",共己软件,管饭，五险一金
自动化测试主管工程师,北京·海淀区,15k-20k,经验1-3年 / 本科,"移动互联网,数据服务 / 上市公司 / 2000人以上",联想集团,发展前景 福利待遇
高级自动化测试工程师,上海·中山公园,15k-25k,经验5-10年 / 大专,企业服务 / 不需要融资 / 500-2000人,东方福利网,六险一金、双休、年底多薪、平台好
自动化项目经理,深圳·科技园,12k-20k,经验3-5年 / 不限,其他 / 上市公司 / 50-150人,行健自动化,年终奖金 项目奖金 周末双休
自动化工程师,深圳·科技园,6k-8k,经验应届毕业生 / 本科,其他 / 上市公司 / 50-150人,行健自动化,年终奖金 项目奖金 周末双休
自动化测试,上海·虹梅路,10k-18k,经验3-5年 / 本科,"医疗丨健康,数据服务 / 不需要融资 / 150-500人",朗森特,双休，创业公司
