names,direction,money,experience,condition,company,welfare
硬件项目经理,北京·苏州街,10k-20k,经验5-10年 / 本科,"医疗丨健康,数据服务 / 不需要融资 / 150-500人",神州数码医疗,带薪年假 六险一金 周末双休
硬件工程师,上海·潍坊,15k-25k,经验5-10年 / 本科,"移动互联网,文娱丨内容 / A轮 / 50-150人",ULSee,"CBD办公,好领导,扁平管理"
硬件工程师,深圳·宝安区,8k-15k,经验1-3年 / 大专,"移动互联网,硬件 / A轮 / 150-500人",星际大陆,国家战略、高成长、国际化、领导棒、年轻化
高级嵌入式开发工程师,广州·萝岗区,13k-20k,经验1-3年 / 大专,其他 / 未融资 / 500-2000人,长视科技,五险一金 生日会 节假日福利 班车接送
嵌入式软件工程师,合肥·经济技术开发区,8k-15k,经验1-3年 / 本科,其他 / 不需要融资 / 150-500人,哈工大机器人,五险一金、年底双薪、员工旅游、餐补
嵌入式软件工程师(相机),深圳·前海,15k-30k,经验不限 / 本科,"硬件,其他 / 天使轮 / 50-150人",睿魔智能,"景区办公,弹性工作,五险一金,期权奖励"
嵌入式软件工程师,广州·南沙区,5k-8k,经验1-3年 / 本科,"移动互联网,数据服务 / 不需要融资 / 150-500人",中科院广州软件所,五险一金 年终奖金 免费班车 带薪年假
嵌入式软件开发工程师,北京·西三旗,15k-25k,经验3-5年 / 本科,"硬件,其他 / C轮 / 2000人以上",赛格威-纳恩博,发展前景好
嵌入式软件工程师,上海·嘉定区,10k-18k,经验3-5年 / 本科,"其他,企业服务 / 未融资 / 150-500人",上海航盛,员工宿舍体检旅游 年终奖项目奖
嵌入式软件工程师,上海·嘉定区,10k-20k,经验1-3年 / 本科,"其他,企业服务 / 未融资 / 150-500人",上海航盛,提供住宿/员工旅游/年终奖金
嵌入式软件工程师,中山·中山市市辖区,15k-28k,经验3-5年 / 大专,"移动互联网,医疗丨健康 / 上市公司 / 2000人以上",乐心,"扁平管理,上市公司,年终奖金"
嵌入式软件工程师,深圳·坂田,10k-12k,经验1-3年 / 本科,硬件 / A轮 / 15-50人,EAI科技,节日福利 员工旅游 员工体检
嵌入式开发工程师,上海·闵行区,15k-25k,经验5-10年 / 不限,移动互联网 / 未融资 / 500-2000人,Putao,公司平台好 发展前景大 职位晋升快
00233-嵌入式算法工程师,深圳·新安,25k-40k,经验3-5年 / 本科,"硬件,移动互联网 / D轮及以上 / 150-500人",Insta360影石,扁平化管理；极客文化；产品落地
嵌入式开发工程师,杭州·滨江区,10k-20k,经验1-3年 / 本科,"数据服务,硬件 / 不需要融资 / 500-2000人",浙大中控信息,"弹性工作,福利待遇好,工作氛围好"
嵌入式软件开发工程师,深圳·南山区,15k-20k,经验3-5年 / 本科,"电商,物联网 / 不需要融资 / 2000人以上",深圳康佳电子科技有限公司,AIoT
嵌入式应用（音频/图像/半导体）,北京·海淀区,15k-30k,经验3-5年 / 本科,硬件 / A轮 / 50-150人,清微智能,股票期权五险一金全额入职全薪
嵌入式单片机工程师,济南·高新区,6k-10k,经验1-3年 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
python后端(中级）,上海·镇宁路,9k-14k,经验3-5年 / 本科,"数据服务,硬件 / B轮 / 150-500人",westwell西井科技,团队有爱 工作环境好 福利好
python高级讲师,成都·高新区,10k-18k,经验3-5年 / 本科,"移动互联网,教育 / 不需要融资 / 50-150人",信息技术、软件开发、测试及应用,五险一金，年底双薪，员工旅游，员工体检
Python高级开发,长沙·岳麓区,15k-30k,经验5-10年 / 大专,企业服务 / 上市公司 / 150-500人,宝兰德软件,发展空间大 上市公司 五险一金 带薪年假
Python 答疑老师,广州·赤岗,6k-9k,经验不限 / 不限,教育 / 不需要融资 / 少于15人,麻瓜编程,福利好/团队棒/个人成长快
Python后端,北京·望京,10k-15k,经验1-3年 / 本科,"移动互联网,企业服务 / 不需要融资 / 15-50人",云杉智达科技,五险一金、晋升空间、绩效奖金
python开发,杭州·长河,15k-25k,经验3-5年 / 本科,通讯电子 / 不需要融资 / 2000人以上,华为技术有限公司,"平台大,福利好, 能接触到前言技术"
Python实习,北京·望京,4k-7k,经验应届毕业生 / 硕士,"移动互联网,金融 / 上市公司 / 150-500人",有鱼智能科技,"上市集团,香港券商,环境好，牛人多"
python实习,杭州·余杭区,4k-8k,经验应届毕业生 / 不限,信息安全 / A轮 / 50-150人,木链科技,能学到行业最专业的能力，团队氛围好
中高级python,上海·静安区,12k-16k,经验3-5年 / 大专,"移动互联网,金融 / 不需要融资 / 500-2000人",海万科技,做五休二，交通便利，大牛团队
Python后端开发,成都·高新区,8k-10k,经验1-3年 / 本科,信息安全 / C轮 / 500-2000人,知道创宇,六险一金 扁平化管理 发展空间大
python实习,上海·徐汇区,2k-4k,经验应届毕业生 / 不限,"移动互联网,社交 / 天使轮 / 15-50人",上海邻我信息技术有限公司,福利好，不打卡，成长空间大
Python工程师,深圳·科技园,12k-24k,经验1-3年 / 本科,数据服务 / A轮 / 50-150人,八爪鱼,AI+大数据；氛围活跃；新技术
Python金牌讲师,北京·西直门,15k-25k,经验3-5年 / 本科,"移动互联网,教育 / 上市公司 / 2000人以上",达内集团,上市公司
python工程师,南京·宁南,15k-20k,经验3-5年 / 本科,移动互联网 / C轮 / 150-500人,云帐房,五险一金，节日福利，周末双休，专业培训
python,北京·展览路,12k-18k,经验3-5年 / 大专,"企业服务,数据服务 / 不需要融资 / 150-500人",智蓝信息,策划运营，独立产品，文档编写
硬件项目经理,北京·大山子,15k-25k,经验3-5年 / 本科,"移动互联网,文娱丨内容 / D轮及以上 / 2000人以上",喜马拉雅,周末双休 极客文化 弹性工作 16薪
硬件工程师,深圳·福田区,10k-15k,经验1-3年 / 本科,其他 / 不需要融资 / 150-500人,交控科技,"轨道交通,六险一金，周末双休，行业发展好"
硬件工程师,深圳·新安,10k-15k,经验3-5年 / 本科,硬件 / 未融资 / 50-150人,斯远电子,五险一金、绩效奖金、年底双薪、员工旅游
硬件工程师,南京·铁心桥,7k-14k,经验不限 / 本科,"移动互联网,硬件 / 未融资 / 50-150人",欣威视通,扁平管理、周末双休、丰厚补贴、提供食宿
硬件产品副总监,深圳·西丽,25k-35k,经验5-10年 / 本科,"硬件,移动互联网 / B轮 / 150-500人",Immotor易马达科技,"五险一金,免费班车,绩效奖金,年终奖金"
硬件工程师,深圳·新安,13k-18k,经验3-5年 / 大专,"移动互联网,文娱丨内容 / D轮及以上 / 2000人以上",喜马拉雅,行业独角兽 极客文化 弹性工作
硬件工程师,深圳·坂田,7k-13k,经验1-3年 / 本科,"移动互联网,消费生活 / B轮 / 150-500人",零壹互联,语音识别硬件
硬件工程师,杭州·开发区,12k-20k,经验3-5年 / 本科,"硬件,其他 / A轮 / 50-150人",科钛机器人,"五险一金,年底双薪,员工持股"
硬件工程师,深圳·科技园,10k-15k,经验3-5年 / 本科,"电商,其他 / A轮 / 150-500人",博悦,年轻团队，准上市企业 氛围活跃
硬件工程师,深圳·西丽,20k-30k,经验5-10年 / 本科,"硬件,移动互联网 / A轮 / 15-50人",时空壶,地铁附近 超长带薪年假 下午茶 团建
11212H-服务器硬件解决方案经理,深圳·科技园,20k-35k,经验5-10年 / 本科,金融 / 不需要融资 / 2000人以上,平安科技,"五险一金,绩效奖金"
硬件工程师,深圳·新安,12k-22k,经验3-5年 / 本科,"移动互联网,硬件 / A轮 / 15-50人",Sugr,产品前景广阔，职业发展空间大，时间自由
硬件产品总监,武汉·硚口区,23k-40k,经验3-5年 / 本科,"移动互联网,医疗丨健康 / 未融资 / 50-150人",爱康云科技,五险一金 双休 员工关怀 晋升平台
硬件产品助理,武汉·硚口区,3k-6k,经验不限 / 本科,"移动互联网,医疗丨健康 / 未融资 / 50-150人",爱康云科技,五险一金 双休 员工关怀 晋升平台
高级硬件工程师,广州·天河区,15k-20k,经验5-10年 / 本科,"移动互联网,硬件 / 天使轮 / 50-150人",大气候物联网科技,"周末双休,五险一金,弹性时间,期权激励"
嵌入式应用（音频/图像/半导体）,南京·江宁区,15k-30k,经验5-10年 / 本科,硬件 / A轮 / 50-150人,清微智能,股票期权五险一金全额入职全薪
嵌入式软件工程师,深圳·坂田,10k-12k,经验1-3年 / 本科,硬件 / A轮 / 15-50人,EAI科技,节日福利 员工旅游 员工体检
嵌入式软件开发工程师,深圳·科技园,15k-30k,经验3-5年 / 本科,"汽车丨出行,其他 / 不需要融资 / 150-500人",恒大智慧充电公司,世界500强 朝阳行业
嵌入式单片机工程师,济南·高新区,6k-10k,经验1-3年 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
高级嵌入式应用开发工程师,深圳·南山区,20k-40k,经验5-10年 / 本科,"移动互联网,硬件 / C轮 / 500-2000人",优必选科技,"弹性上班,机器人,氛围好"
嵌入式软件开发工程师,上海·张江,12k-18k,经验3-5年 / 大专,"移动互联网,硬件 / 不需要融资 / 50-150人",多赋信息,互联网 通讯
BSP开发工程师-嵌入式Linux方向,珠海·香洲区,12k-22k,经验3-5年 / 本科,"移动互联网,硬件 / A轮 / 2000人以上",魅族,"工作氛围佳,平台发展好"
嵌入式软件工程师,上海·闵行区,22k-35k,经验10年以上 / 本科,"企业服务,移动互联网 / 不需要融资 / 2000人以上",微创软件,发展好，领导好，同事好
00233-嵌入式算法工程师,深圳·新安,25k-40k,经验3-5年 / 本科,"硬件,移动互联网 / D轮及以上 / 150-500人",Insta360影石,扁平化管理；极客文化；产品落地
嵌入式Linux开发工程师,珠海·紫荆园,9k-14k,经验1-3年 / 本科,其他 / 不需要融资 / 500-2000人,珠海优特科技集团,集团公司 智能硬件 福利齐全 牛人团队
嵌入式软件工程师,北京·西北旺,12k-24k,经验3-5年 / 本科,"移动互联网,硬件 / 上市公司 / 150-500人",旋极信息,绩效奖金 上市公司 平台好
嵌入式软件开发工程师,成都·红星路,15k-20k,经验3-5年 / 不限,其他 / 上市公司 / 2000人以上,新希望六和,平台大 机会多 前景好
嵌入式软件工程师,北京·西二旗,15k-25k,经验1-3年 / 本科,"移动互联网,医疗丨健康 / 不需要融资 / 150-500人",iHealth,年底双薪 免费水果 宽松环境 职位晋升
嵌入式软件工程师,深圳·深圳湾,15k-22k,经验5-10年 / 本科,"金融,硬件 / 上市公司 / 2000人以上",新国都,发展空间大，氛围好，上市集团
嵌入式驱动工程师,成都·高新区,10k-15k,经验3-5年 / 本科,"电商,硬件 / D轮及以上 / 500-2000人",极米科技,无屏投影
python工程师,南京·宁南,15k-20k,经验3-5年 / 本科,移动互联网 / C轮 / 150-500人,云帐房,五险一金，节日福利，周末双休，专业培训
Python金牌讲师,北京·西直门,15k-25k,经验3-5年 / 本科,"移动互联网,教育 / 上市公司 / 2000人以上",达内集团,上市公司
python,北京·展览路,12k-18k,经验3-5年 / 大专,"企业服务,数据服务 / 不需要融资 / 150-500人",智蓝信息,策划运营，独立产品，文档编写
Python工程师,成都·高新区,9k-15k,经验1-3年 / 本科,"金融,软件开发 / 不需要融资 / 少于15人",青觉科技,高竞争、高收入
python,杭州·滨江区,8k-15k,经验3-5年 / 本科,"数据服务,硬件 / 未融资 / 150-500人",浙江优创,五险一金 年底双薪 节日福利 周末双休
Python工程师,上海·张江,13k-20k,经验3-5年 / 本科,"移动互联网,电商 / B轮 / 50-150人",NextTao 互道信息,"技术前沿,大数据平台"
中高级python,上海·静安区,12k-16k,经验3-5年 / 大专,"移动互联网,金融 / 不需要融资 / 500-2000人",海万科技,做五休二，交通便利，大牛团队
Python工程师,北京·西北旺,20k-40k,经验3-5年 / 本科,房产家居 / D轮及以上 / 2000人以上,贝壳,免费三餐 发展空间
Python工程师,深圳·南山区,15k-30k,经验1-3年 / 本科,金融 / B轮 / 50-150人,弘量科技（深圳）有限公司,"互联网金融,智能投顾,弹性工作"
Python工程师,昆明·五华区,6k-12k,经验1-3年 / 本科,"企业服务,物联网 / A轮 / 15-50人",映云科技,"期权,奖金,各类补贴,节日福利"
Python后端开发,北京·望京,10k-15k,经验1-3年 / 本科,"移动互联网,企业服务 / 不需要融资 / 15-50人",云杉智达科技,带薪休假、午餐等福利、五险一金、晋升空间
Python工程师,上海·杨浦区,15k-30k,经验3-5年 / 本科,金融 / 上市公司 / 500-2000人,奇虎360金融,福利待遇
python工程师,成都·武侯区,15k-30k,经验3-5年 / 本科,"移动互联网,信息安全 / A轮 / 50-150人",链安科技,行业前景、薪酬诱惑、、环境nice
Python工程师,深圳·新洲,9k-15k,经验1-3年 / 大专,"电商,金融 / 不需要融资 / 500-2000人",紫川软件,五险一金 员工旅游 周末双休
Python工程师,上海·岳阳,10k-15k,经验1-3年 / 本科,"移动互联网,社交 / A轮 / 50-150人",美市科技,发展前景好，有期权
硬件工程师,深圳·南山区,17k-24k,经验5-10年 / 不限,移动互联网 / 未融资 / 50-150人,大农科技,有期权，双休，节日礼物，年底双薪
嵌入式硬件开发,杭州·江干区,10k-20k,经验不限 / 本科,"人工智能,区块链 / 天使轮 / 50-150人",杭州联核科技有限公司,扁平化架构，弹性工作制，双休，近地铁
硬件工程师,广州·萝岗区,10k-15k,经验3-5年 / 本科,其他 / 未融资 / 2000人以上,广数,七险一金；带薪年假；员工饭堂；交通班车
高级硬件工程师,深圳·新安,25k-50k,经验5-10年 / 本科,软件开发 / 不需要融资 / 50-150人,沃思信息,公司高速发展期，岗位晋升发展空间大
产品经理-智能硬件方向,北京·酒仙桥,15k-25k,经验不限 / 本科,"社交,金融 / 上市公司 / 2000人以上",人人公司,大牛云集、季度奖金、海外市场
硬件产品经理,长沙·开福区,10k-15k,经验3-5年 / 本科,文娱丨内容 / 上市公司 / 500-2000人,芒果tv,上市公司 福利待遇好 工作氛围好
硬件项目经理,深圳·翻身路,15k-25k,经验不限 / 大专,硬件 / B轮 / 150-500人,roobo,AI人工智能，扁平管理，弹性工作
耳机硬件工程师,深圳·大冲,15k-25k,经验3-5年 / 大专,"移动互联网,医疗丨健康 / 上市公司 / 2000人以上",乐心,"扁平管理,上市公司,年终奖金"
高级硬件工程师,深圳·深圳湾,20k-30k,经验5-10年 / 本科,"移动互联网,金融 / 未融资 / 500-2000人",思迪信息,"6险1金,团建旅游,过节福利"
硬件产品经理,成都·高新区,15k-25k,经验3-5年 / 本科,"电商,硬件 / D轮及以上 / 500-2000人",极米科技,行业领先、发展快
高级硬件工程师,成都·高新区,12k-20k,经验3-5年 / 本科,"电商,硬件 / D轮及以上 / 500-2000人",极米科技,年终奖，年度旅游，定期体检，下午茶，团建
中级硬件工程师,上海·长宁区,18k-28k,经验3-5年 / 硕士,"数据服务,硬件 / B轮 / 150-500人",westwell西井科技,"氛围环境,6险1金,一线福利,团队有爱"
高级硬件工程师,成都·白家,10k-15k,经验3-5年 / 大专,软件开发 / 未融资 / 150-500人,成都淞幸科技,绩效奖金，年终奖金，餐饮补贴，员工旅游
产品经理（智能硬件）,广州·车陂,8k-15k,经验5-10年 / 本科,"移动互联网,游戏 / 不需要融资 / 50-150人",北通游戏手柄,"六险一金,双休+双薪,带薪年假,弹性上班"
射频硬件工程师,深圳·龙华新区,15k-30k,经验3-5年 / 本科,硬件 / A轮 / 15-50人,ARTOM,"五险一金,每日下午茶"
嵌入式软件工程师,北京·学院路,15k-25k,经验3-5年 / 本科,"移动互联网,其他 / A轮 / 15-50人",睦星科技,扁平化管理，团队年轻化
嵌入式GUI开发工程师,武汉·流芳,13k-26k,经验不限 / 本科,硬件 / D轮及以上 / 2000人以上,小米,"大平台,团队氛围,发展空间"
嵌入式实习生,北京·清河,4k-8k,经验不限 / 不限,"教育,硬件 / 天使轮 / 15-50人",哈工科教,待遇好 福利高 不考勤
视觉算法工程师（嵌入式）,深圳·坂田,20k-35k,经验3-5年 / 本科,硬件 / 未融资 / 500-2000人,智神信息技术,双休 智能硬件 行业领先
嵌入式开发（无线通信）,珠海·紫荆园,10k-17k,经验1-3年 / 本科,其他 / 不需要融资 / 500-2000人,珠海优特科技集团,双休 五险一金 年终奖 领导好
嵌入式软件工程师,广州·萝岗区,10k-15k,经验3-5年 / 本科,其他 / 未融资 / 2000人以上,广数,七险一金；带薪年假；员工饭堂；交通班车
嵌入式视频开发工程师,北京·朝阳区,10k-20k,经验1-3年 / 本科,"数据服务,其他 / B轮 / 150-500人",开易科技,弹性不打卡、六险一金、年度体检、旅游团建
嵌入式固件研发工程师,深圳·西丽,15k-30k,经验5-10年 / 本科,"移动互联网,其他 / 上市公司 / 2000人以上",TCL,大咖云集、六险一金、年度聚餐、年度体检等
Camera嵌入式开发工程师,深圳·南山区,11k-18k,经验3-5年 / 本科,"电商,物联网 / 不需要融资 / 2000人以上",深圳康佳电子科技有限公司,"福利待遇好,试用期全薪,知识分享"
嵌入式开发工程师,南京·江宁区,8k-16k,经验1-3年 / 本科,其他 / 不需要融资 / 50-150人,艾伊科技,五险一金 带薪休假 年终奖
嵌入式软件开发工程师,深圳·科技园,15k-30k,经验3-5年 / 本科,"移动互联网,企业服务 / 不需要融资 / 500-2000人",慧择信息集团,地铁口、福利佳
嵌入式软件工程师,厦门·后溪,10k-15k,经验3-5年 / 本科,移动互联网 / 未融资 / 50-150人,喵宝科技,年终多薪、出国旅游、过节费、七险一金
嵌入式软件工程师,深圳·南山区,8k-12k,经验1-3年 / 本科,移动互联网 / B轮 / 50-150人,红茶移动,"充分授权,前沿行业,充足预算,成长空间大"
嵌入式软件工程师（应用）,深圳·车公庙,15k-25k,经验1-3年 / 本科,硬件 / 天使轮 / 15-50人,致趣科技,"五险一金,带薪年假,周末双休,节日福利"
嵌入式软件工程师(C++),北京·西二旗,15k-25k,经验不限 / 本科,"企业服务,硬件 / B轮 / 150-500人",梅卡曼德,人工智能领域，知名公司投资
Python（极验验证）,武汉·东湖新技术开发区,9k-18k,经验3-5年 / 不限,"信息安全,数据服务 / B轮 / 50-150人",极验,双休+弹性工作制+五险一金+餐补
Python架构师,北京·海淀区,20k-40k,经验5-10年 / 大专,企业服务 / 上市公司 / 150-500人,宝兰德软件,发展空间大 上市公司 六险一金 带薪年假
资深Python工程师,上海·张江,25k-35k,经验5-10年 / 本科,移动互联网 / A轮 / 150-500人,长投学堂,公司久 已盈利 发展快 0-1 人效高
Python实习生,上海·漕河泾,1k-2k,经验不限 / 本科,"移动互联网,电商 / C轮 / 150-500人",摩天轮,发展
Python工程师,深圳·宝安区,10k-18k,经验1-3年 / 本科,人工智能 / 天使轮 / 15-50人,千巡科技,AI行业 福利齐全 扁平管理 优秀团队
python工程师,上海·洋泾,9k-18k,经验3-5年 / 不限,"移动互联网,金融 / 不需要融资 / 500-2000人",海万科技,"旅游,体检,过节费,年终奖"
Python爬虫工程师,深圳·福田区,10k-15k,经验1-3年 / 本科,"广告营销,文娱丨内容 / 未融资 / 50-150人",陀螺财经,发展潜力大，牛逼团队，扁平化管理
python,上海·北蔡,1k-2k,经验3-5年 / 不限,"消费生活,广告营销 / 未融资 / 少于15人",上海卿钊,找技术合伙人：时间自由 有项目开发
python工程师,南京·宁南,15k-20k,经验3-5年 / 本科,移动互联网 / C轮 / 150-500人,云帐房,五险一金，节日福利，周末双休，专业培训
Python工程师,深圳·大冲,15k-30k,经验1-3年 / 大专,"硬件,其他 / A轮 / 150-500人",MINIEYE,"无人驾驶,海归团队,车厂合作,扁平管理"
ETL开发-python方向,上海·浦东新区,20k-26k,经验5-10年 / 本科,"企业服务,移动互联网 / 不需要融资 / 2000人以上",微创软件,大牛带队 五险一金 做五休二 班车
Python后台开发,深圳·南山区,12k-24k,经验3-5年 / 本科,人工智能 / B轮 / 500-2000人,云天励飞,14薪
python工程师,深圳·大冲,10k-20k,经验3-5年 / 本科,"移动互联网,电商 / 未融资 / 少于15人",牛客科技,五险一金
Python 后端开发（北京）,北京·朝阳区,18k-36k,经验1-3年 / 本科,移动互联网 / D轮及以上 / 150-500人,蜻蜓FM,发展前景优，工作氛围轻松
Python工程师,昆明·五华区,6k-12k,经验1-3年 / 本科,"企业服务,物联网 / A轮 / 15-50人",映云科技,"期权,奖金,各类补贴,节日福利"
嵌入式软件开发工程师,深圳·福田区,10k-15k,经验1-3年 / 大专,"电商,硬件 / 不需要融资 / 150-500人",朗强科技,周末双休，行业领先，福利实在，前景优。
嵌入式软件工程师,深圳·南山区,14k-25k,经验不限 / 本科,硬件 / 不需要融资 / 2000人以上,TP-LINK,"年终奖金,带薪年假,年度调薪,周末双休"
嵌入式开发工程师（IOT）,深圳·深圳湾,15k-25k,经验3-5年 / 本科,企业服务 / D轮及以上 / 150-500人,思必驰科技,人工智能 语音交互 发展好 福利好
Linux嵌入式开发工程师 (MJ000330),深圳·科技园,20k-35k,经验3-5年 / 本科,消费生活 / B轮 / 500-2000人,千丁,带薪年假
嵌入式软件工程师,深圳·深圳湾,15k-25k,经验3-5年 / 本科,"金融,移动互联网 / 未融资 / 500-2000人",嘉联支付,福利好；氛围好；领导好
嵌入式软件开发工程师,深圳·南山区,15k-30k,经验不限 / 本科,"硬件,移动互联网 / B轮 / 150-500人",Immotor易马达科技,"五险一金,绩效奖金,年终奖金,团建活动"
嵌入式软件开发工程师,杭州·滨江区,10k-15k,经验1-3年 / 本科,移动互联网 硬件 / 不需要融资 / 少于15人,青枭科技,五险一金、节日福利，国家规定节假日休假
C/C++嵌入式开发程序员,上海·上海南站,15k-30k,经验1-3年 / 大专,"移动互联网,物联网 / 不需要融资 / 50-150人",CAROTA科络达,"薪资丰厚,不强制加班,工作环境宽松"
嵌入式软件工程师,合肥·经济技术开发区,8k-15k,经验1-3年 / 本科,其他 / 不需要融资 / 150-500人,哈工大机器人,五险一金、年底双薪、员工旅游、餐补
00197-高级嵌入式软件工程师,深圳·新安,25k-35k,经验3-5年 / 本科,"硬件,移动互联网 / D轮及以上 / 150-500人",Insta360影石,期权激励、扁平化管理、绩效奖金
嵌入式软件开发工程师,威海·环翠区,6k-10k,经验1-3年 / 大专,"通讯电子,物联网 / A轮 / 150-500人",精讯畅通,技术领先 物联网行业 研发项目多
中级嵌入式软件工程师,上海·长宁区,18k-28k,经验3-5年 / 硕士,"数据服务,硬件 / B轮 / 150-500人",westwell西井科技,"氛围环境,6险1金,一线福利,团队有爱"
高级嵌入式开发工程师,广州·萝岗区,13k-20k,经验1-3年 / 大专,其他 / 未融资 / 500-2000人,长视科技,五险一金 生日会 节假日福利 班车接送
嵌入式软件工程师（BSP）,广州·海珠区,10k-15k,经验3-5年 / 大专,"移动互联网,人工智能 / A轮 / 50-150人",织点智能,"周末双休,五险一金,员工福利，弹性考勤"
嵌入式软件高级工程师,深圳·西乡,20k-25k,经验3-5年 / 大专,其他 / 不需要融资 / 150-500人,高斯贝尔,上市公司 平台好
硬件产品经理/专员,北京·清河,15k-25k,经验不限 / 本科,"硬件,其他 / C轮 / 2000人以上",赛格威-纳恩博,年终奖 黑科技
高级硬件工程师,深圳·南山区,15k-20k,经验5-10年 / 本科,"金融,硬件 / 上市公司 / 2000人以上",新国都,发展前景好，福利待遇好，晋升空间
11212G-服务器硬件技术研究员,深圳·科技园,18k-35k,经验5-10年 / 本科,金融 / 不需要融资 / 2000人以上,平安科技,"五险一金,绩效奖金"
硬件产品经理,深圳·前海,15k-30k,经验5-10年 / 本科,"移动互联网,电商 / A轮 / 500-2000人",蘑菇车联,六险一金，双休，有前景～
高级硬件工程师,深圳·南山区,15k-30k,经验3-5年 / 本科,"硬件,人工智能 / 天使轮 / 15-50人",迪巨智能,公司重点项目
车载硬件工程师,深圳·龙华新区,10k-15k,经验1-3年 / 大专,硬件 / 未融资 / 15-50人,车葫芦科技,"五险一金,弹性工作,朝九晚六,年终奖"
硬件工程师,深圳·坂田,7k-13k,经验1-3年 / 本科,"移动互联网,消费生活 / B轮 / 150-500人",零壹互联,语音识别硬件
车载产品经理（硬件）,北京·安定门,20k-40k,经验5-10年 / 本科,"移动互联网,电商 / A轮 / 500-2000人",蘑菇车联,六险一金，双休，有前景～
高级硬件工程师,深圳·龙岗区,15k-25k,经验3-5年 / 本科,硬件 / 未融资 / 500-2000人,智神信息技术,双休 季度奖金 补贴
硬件助理工程师,深圳·大冲,6k-10k,经验1-3年 / 大专,"硬件,移动互联网 / A轮 / 15-50人",小萌宠物,撸猫是工作的一部分
硬件研发工程师,杭州·西兴,11k-19k,经验3-5年 / 本科,移动互联网 / 天使轮 / 50-150人,福柜,六险二金、完善的福利体制
硬件研发工程师,杭州·西兴,11k-19k,经验3-5年 / 本科,移动互联网 / 天使轮 / 50-150人,福柜,发展前景广阔
硬件工程师（高级）,深圳·横岗,10k-20k,经验1-3年 / 本科,"移动互联网,硬件 / 不需要融资 / 150-500人",鲁班嫡系机器人,"周末双休,五险一金,带薪年假,扁平管理"
硬件工程师,苏州·张家港市,10k-20k,经验3-5年 / 本科,"硬件,人工智能 / 不需要融资 / 15-50人",斑马之家,发展平台；股票期权；五险一金；扁平化管理
硬件工程师,成都·高新区,8k-13k,经验应届毕业生 / 硕士,其他 / A轮 / 150-500人,傲势科技,环境好 节假日福利 领导nice
Python后端开发,北京·望京,10k-15k,经验1-3年 / 本科,"移动互联网,企业服务 / 不需要融资 / 15-50人",云杉智达科技,带薪休假、午餐等福利、五险一金、晋升空间
python开发工程师,上海·曹家渡,10k-20k,经验1-3年 / 本科,电商 / C轮 / 150-500人,Student.com,活力团队，技术牛人
python开发工程师,广州·五山,7k-12k,经验1-3年 / 大专,"移动互联网,游戏 / 上市公司 / 500-2000人",广州游爱,"双休,五险一金,包三餐,年底双薪"
Python开发工程师,大连·凌水,10k-15k,经验3-5年 / 大专,企业服务 / B轮 / 150-500人,云势软件,七险一金；扁平化管理；超长年假+带薪病假
Python研发工程师,北京·紫竹桥,13k-25k,经验3-5年 / 本科,信息安全 / 上市公司 / 500-2000人,绿盟科技,五险一金，周末双休
python工程师,北京·中关村,15k-22k,经验1-3年 / 本科,"移动互联网,数据服务 / B轮 / 150-500人",中科天玑,科学院孵化 五险一金 福利待遇好
Python开发工程师,上海·四平路,7k-14k,经验不限 / 不限,移动互联网 / 上市公司 / 50-150人,Hypers,扁平化 成长快 氛围好
少儿编程讲师（python）,北京·西直门,10k-15k,经验不限 / 本科,"移动互联网,教育 / 上市公司 / 2000人以上",达内集团,上市公司
Python后端工程师,北京·三里屯,18k-25k,经验3-5年 / 本科,企业服务 / B轮 / 150-500人,云势软件,"五险一金,团队优秀,带薪年假,扁平管理"
Python/Go 架构师,长沙·开福区,10k-20k,经验5-10年 / 本科,文娱丨内容 / 上市公司 / 500-2000人,芒果tv,13薪，奖金丰富，大平台发展前景广阔
Python开发工程师,上海·张江,30k-50k,经验5-10年 / 本科,文娱丨内容 / 上市公司 / 500-2000人,趣头条,16薪；餐补；弹性上班
Android研发(往python后端培养),武汉·江夏区,8k-14k,经验不限 / 本科,"移动互联网,企业服务 / 天使轮 / 50-150人",森果,技术大牛，项目奖金，自主研发，提供mac
python开发工程师,北京·中关村,15k-20k,经验3-5年 / 本科,企业服务 / B轮 / 50-150人,缔联科技,跟技术大牛一起遨游，下午茶零食
Python开发工程师,北京·海淀区,15k-30k,经验3-5年 / 本科,"移动互联网,广告营销 / 上市公司 / 2000人以上",搜狐集团,"工作氛围好,各种团建,弹性工作"
游戏客户端开发（python）,深圳·科技园,8k-16k,经验不限 / 本科,游戏 / 不需要融资 / 150-500人,淘乐网络,免费三餐 年终奖金包 弹性工作制
嵌入式硬件开发,杭州·江干区,10k-20k,经验不限 / 本科,"人工智能,区块链 / 天使轮 / 50-150人",杭州联核科技有限公司,扁平化架构，弹性工作制，双休，近地铁
硬件工程师（急聘）,深圳·深圳湾,15k-25k,经验3-5年 / 本科,企业服务 / D轮及以上 / 150-500人,思必驰科技,一流语音技术团队
高级硬件工程师,广州·萝岗区,15k-25k,经验3-5年 / 大专,其他 / 未融资 / 500-2000人,长视科技,五险一金 生日会 节假日福利 班车接送
